priority,offset_s,latency_ms,status,outcome
low,98.4448,7.13,,error
high,98.4455,6.79,,error
medium,98.4540,2.71,,error
low,98.4547,2.34,,error
low,98.4606,4.10,,error
medium,98.4675,3.05,,error
low,98.4706,1.57,,error
low,98.4804,3.43,,error
low,80.0302,18455.89,200,ok
low,98.4908,2.60,,error
low,98.5032,2.53,,error
medium,98.5024,3.63,,error
high,98.5006,5.79,,error
low,98.5105,4.18,,error
medium,98.5171,2.07,,error
low,98.5203,2.00,,error
low,79.7304,18796.74,200,ok
low,80.1111,18418.63,200,ok
high,85.7006,12829.08,200,ok
medium,98.5529,3.62,,error
low,98.5537,3.16,,error
high,98.5508,6.34,,error
low,98.5603,1.91,,error
medium,98.5673,2.01,,error
low,98.5707,1.66,,error
high,86.2518,12335.44,200,ok
low,98.5806,8.32,,error
low,98.5908,2.46,,error
medium,89.8616,8752.73,429,shed
medium,85.2394,13375.00,200,ok
high,98.6016,13.31,,error
medium,98.6040,12.05,,error
medium,98.6178,2.12,,error
low,98.6226,5.08,,error
medium,89.4528,9180.84,429,shed
low,78.5106,20124.92,200,ok
low,98.6409,2.70,,error
medium,86.1376,12508.04,200,ok
high,84.9011,13754.17,200,ok
high,98.6512,7.16,,error
low,98.6604,2.16,,error
medium,89.8752,8795.60,429,shed
low,98.6708,3.55,,error
low,98.6809,3.72,,error
medium,98.6847,1.81,,error
low,98.6906,2.61,,error
medium,87.5858,11112.43,200,ok
high,86.4084,12290.46,200,ok
high,84.1002,14610.75,200,ok
high,84.0011,14709.83,200,ok
medium,89.5350,9178.27,429,shed
low,79.3549,19364.39,200,ok
medium,98.7372,3.19,,error
low,98.7312,9.66,,error
low,98.7410,2.99,,error
high,98.7512,23.46,,error
medium,98.7533,21.82,,error
low,98.7567,18.79,,error
low,98.7770,3.40,,error
medium,98.7782,2.46,,error
low,89.4916,9291.06,429,shed
low,98.7755,8.18,,error
medium,84.5032,14283.35,200,ok
medium,89.8610,8926.21,429,shed
medium,85.4856,13307.45,200,ok
medium,85.7177,13075.32,200,ok
high,82.3702,16431.10,200,ok
low,98.8104,2.77,,error
medium,98.8173,2.33,,error
low,89.5210,9304.64,429,shed
low,78.5957,20231.58,200,ok
medium,89.5517,9277.87,429,shed
low,98.8413,3.47,,error
low,79.1606,19684.19,200,ok
low,98.8544,4.73,,error
high,98.8515,8.89,,error
low,98.8605,2.02,,error
medium,98.8677,10.11,,error
low,98.8723,6.01,,error
low,98.8804,4.13,,error
medium,98.8846,4.52,,error
low,78.9313,19958.38,200,ok
low,78.9287,19963.16,200,ok
low,89.5525,9339.42,429,shed
low,79.1908,19726.10,200,ok
low,78.9326,19984.29,200,ok
medium,98.9041,15.03,,error
low,98.9216,2.02,,error
low,98.9312,4.38,,error
medium,98.9337,3.41,,error
low,89.5813,9359.59,429,shed
medium,84.0675,14875.51,200,ok
medium,84.0050,14938.49,200,ok
medium,89.9174,9032.75,429,shed
medium,89.8848,9074.20,429,shed
low,89.5112,9448.66,429,shed
low,98.9720,3.23,,error
low,98.9804,3.45,,error
medium,98.9839,3.16,,error
low,98.9912,2.86,,error
low,89.8646,9134.08,429,shed
low,89.8676,9132.76,429,shed
low,89.9309,9069.45,429,shed
low,99.0112,10.44,,error
high,85.3530,13675.43,200,ok
low,77.0906,21937.90,200,ok
medium,86.5522,12476.37,200,ok
medium,89.9670,9061.53,429,shed
low,99.0412,4.96,,error
medium,89.9843,9063.04,429,shed
medium,84.4360,14621.02,200,ok
high,99.0516,7.41,,error
low,99.0606,4.09,,error
medium,99.0678,3.14,,error
low,99.0710,2.61,,error
medium,90.0037,9071.12,429,shed
low,77.7709,21304.80,200,ok
medium,83.0088,16067.92,200,ok
low,89.5916,9497.50,429,shed
medium,90.0178,9099.80,429,shed
medium,84.6343,14483.28,200,ok
high,90.1005,9017.15,429,shed
medium,99.1177,2.13,,error
low,99.1207,2.88,,error
low,89.5036,9636.60,429,shed
medium,90.1197,9021.80,429,shed
low,99.1417,2.69,,error
medium,84.3031,14841.78,200,ok
low,90.0821,9064.90,429,shed
high,99.1512,5.07,,error
low,99.1609,4.05,,error
medium,99.1682,3.32,,error
low,99.1715,1.96,,error
low,90.1750,9004.54,429,shed
low,78.3216,20865.58,200,ok
medium,99.1839,3.80,,error
low,77.5745,21613.69,200,ok
medium,86.7541,12438.57,200,ok
low,99.2041,1.73,,error
low,99.2104,3.17,,error
medium,99.2177,3.18,,error
low,99.2209,2.56,,error
low,99.2306,4.26,,error
medium,99.2349,3.77,,error
low,99.2408,2.77,,error
medium,85.9384,13318.16,200,ok
high,99.2508,6.19,,error
medium,99.2529,4.38,,error
low,99.2541,3.51,,error
medium,90.2391,9028.44,429,shed
low,99.2703,4.32,,error
low,99.2808,3.84,,error
medium,99.2847,2.81,,error
low,78.7912,20498.59,200,ok
low,78.1718,21124.10,200,ok
low,99.3041,2.79,,error
high,99.3011,6.03,,error
low,99.3106,2.99,,error
medium,99.3178,4.82,,error
low,99.3203,2.59,,error
low,80.5308,18803.32,200,ok
medium,99.3342,2.39,,error
low,99.3407,2.86,,error
high,99.3508,5.84,,error
medium,99.3530,4.00,,error
low,99.3541,3.14,,error
low,99.3604,4.31,,error
medium,99.3668,2.72,,error
low,99.3707,2.85,,error
medium,90.2468,9137.33,429,shed
low,90.0410,9345.37,429,shed
medium,99.3842,3.36,,error
high,99.4009,5.65,,error
medium,99.4030,3.83,,error
low,99.4040,3.19,,error
low,99.4103,2.20,,error
medium,99.4176,2.95,,error
low,99.4206,1.84,,error
high,89.5502,9879.26,429,shed
low,90.1767,9259.87,429,shed
low,90.0913,9345.23,429,shed
medium,99.4336,3.32,,error
medium,89.5029,9954.31,429,shed
low,99.4544,11.71,,error
low,99.4604,6.03,,error
low,90.3532,9119.73,429,shed
low,90.2170,9255.95,429,shed
low,99.4811,3.63,,error
medium,99.4847,2.83,,error
low,88.6104,10883.78,429,shed
medium,84.3686,15125.56,200,ok
medium,86.9847,12520.07,200,ok
low,80.6410,18865.68,200,ok
medium,89.5678,9938.90,429,shed
low,78.3436,21163.14,200,ok
medium,89.5179,9989.42,429,shed
medium,89.5845,9924.53,429,shed
low,79.6568,19873.70,200,ok
medium,90.0336,9500.55,429,shed
low,89.6203,9930.28,429,shed
medium,90.1837,9372.42,429,shed
medium,90.4174,9138.79,429,shed
low,88.6309,10925.24,429,shed
medium,99.5678,4.01,,error
low,99.5718,3.12,,error
medium,99.5835,3.12,,error
low,99.5812,5.71,,error
low,99.5919,4.27,,error
high,84.4532,15144.67,200,ok
low,99.6038,2.41,,error
high,99.6011,6.88,,error
low,99.6105,2.98,,error
medium,99.6176,2.99,,error
low,99.6207,1.84,,error
low,99.6307,2.94,,error
medium,99.6337,2.85,,error
low,99.6407,3.08,,error
medium,99.6532,2.42,,error
high,99.6510,5.47,,error
low,99.6541,2.70,,error
low,81.2911,18368.51,200,ok
medium,90.6910,8968.61,429,shed
medium,85.2400,14422.56,200,ok
high,90.8829,8780.37,429,shed
low,79.2201,20455.23,200,ok
low,79.2930,20384.40,200,ok
low,89.4306,10266.51,429,shed
low,89.8658,9832.10,429,shed
medium,88.0527,11650.24,200,ok
low,99.7113,4.70,,error
medium,99.7171,5.22,,error
low,99.7224,3.49,,error
medium,90.9527,8775.60,429,shed
low,89.6028,10133.73,429,shed
low,81.2210,18516.13,200,ok
low,79.5028,20242.88,200,ok
high,91.0008,8744.81,429,shed
low,99.7532,1.85,,error
low,99.7607,2.88,,error
low,89.8689,9900.85,429,shed
low,79.6580,20112.47,200,ok
high,84.4184,15354.05,200,ok
medium,99.7836,3.16,,error
low,89.9606,9828.81,429,shed
medium,91.0190,8816.59,429,shed
low,79.6542,20181.40,200,ok
low,89.8917,9944.00,429,shed
high,85.4507,14384.98,200,ok
low,89.9065,9929.17,429,shed
low,89.9406,9895.18,429,shed
medium,99.8367,5.57,,error
high,99.8308,11.84,,error
low,99.8407,5.02,,error
high,99.8509,4.29,,error
medium,99.8530,4.70,,error
low,99.8538,4.13,,error
low,99.8611,3.48,,error
medium,99.8676,3.17,,error
low,99.8708,1.80,,error
low,99.8806,3.23,,error
medium,99.8839,2.78,,error
low,99.8905,4.22,,error
high,85.9007,14003.94,200,ok
low,90.6898,9215.69,429,shed
high,99.9014,6.58,,error
low,99.9106,3.16,,error
low,90.8761,9039.77,429,shed
low,80.8815,19034.40,200,ok
low,90.8722,9043.75,429,shed
low,80.6812,19234.73,200,ok
low,99.9411,3.69,,error
medium,89.6835,10285.39,200,ok
medium,88.7533,11215.58,200,ok
low,80.1822,19790.54,200,ok
low,82.7809,17195.22,200,ok
low,82.7538,17222.33,200,ok
low,99.9729,5.93,,error
low,80.0540,19928.19,200,ok
medium,85.5028,14479.37,200,ok
high,90.1849,9797.25,429,shed
medium,91.2727,8725.93,429,shed
medium,88.2263,11772.43,200,ok
low,80.3808,19617.96,200,ok
low,91.1688,8849.64,429,shed
medium,100.0056,14.59,,error
low,91.1127,8907.55,429,shed
low,81.8836,18136.68,200,ok
medium,91.3026,8717.75,429,shed
high,85.6009,14421.40,200,ok
low,82.9105,17127.09,200,ok
low,83.2403,16797.76,200,ok
low,83.0246,17015.50,200,ok
low,91.1674,8879.75,429,shed
low,83.2925,16754.64,200,ok
medium,91.4670,8580.22,429,shed
low,79.8305,20229.98,200,ok
low,83.0909,16987.58,200,ok
low,91.2069,8876.63,429,shed
medium,84.4676,15618.62,200,ok
low,100.1040,2.01,,error
high,100.1009,5.39,,error
low,100.1108,2.85,,error
medium,100.1178,3.40,,error
low,100.1213,2.41,,error
low,91.2836,8850.54,429,shed
low,100.1309,5.62,,error
low,81.7304,18407.99,200,ok
high,100.1510,4.84,,error
medium,100.1531,3.03,,error
low,100.1539,2.51,,error
medium,88.5533,11606.54,200,ok
low,91.3110,8854.64,429,shed
low,91.3033,8863.16,429,shed
medium,91.5530,8613.90,429,shed
low,91.5408,8644.89,429,shed
low,91.4807,8704.94,429,shed
low,91.4605,8725.20,429,shed
low,100.2037,3.12,,error
high,100.2008,6.26,,error
low,100.2106,3.18,,error
medium,100.2173,2.53,,error
low,100.2209,2.43,,error
low,100.2305,2.87,,error
medium,100.2345,3.06,,error
low,100.2406,2.20,,error
low,100.2538,2.77,,error
high,100.2509,5.96,,error
medium,100.2530,4.20,,error
low,100.2611,2.46,,error
medium,87.7345,12535.51,200,ok
medium,86.2686,14002.55,200,ok
medium,100.2836,3.02,,error
low,100.2810,5.91,,error
medium,88.9522,11335.96,200,ok
medium,88.8523,11435.89,200,ok
low,90.6841,9608.34,429,shed
low,83.3308,16979.47,200,ok
medium,86.2336,14076.73,200,ok
low,100.3210,2.55,,error
medium,100.3188,5.10,,error
low,100.3311,4.46,,error
medium,100.3337,2.18,,error
low,100.3410,3.62,,error
medium,91.6848,8670.48,429,shed
medium,100.3528,5.09,,error
low,100.3537,4.55,,error
high,91.5510,8811.49,429,shed
medium,100.3672,3.56,,error
low,100.3708,2.70,,error
low,100.3807,2.85,,error
medium,100.3836,1.93,,error
low,100.3906,4.11,,error
high,100.4009,4.69,,error
medium,100.4031,2.84,,error
low,100.4041,2.18,,error
medium,87.9343,12479.95,200,ok
low,79.6536,20785.46,200,ok
medium,88.4178,12025.47,200,ok
high,91.7505,8699.14,429,shed
low,80.8973,19557.55,200,ok
low,100.4407,74.93,,error
high,100.4519,64.05,,error
medium,100.4533,63.02,,error
low,100.4541,62.57,,error
low,100.4608,56.21,,error
medium,100.4672,50.11,,error
low,100.4703,47.22,,error
low,100.4804,37.45,,error
medium,100.4838,34.34,,error
low,100.4912,27.24,,error
high,100.5006,18.15,,error
medium,100.5027,16.29,,error
low,100.5036,15.71,,error
low,90.0307,10491.17,429,shed
medium,85.9680,14558.52,200,ok
low,79.4994,21029.69,200,ok
low,83.7210,16973.98,200,ok
low,83.3838,17311.28,200,ok
low,83.6703,17024.79,200,ok
low,83.8047,16890.40,200,ok
medium,91.0029,9692.18,429,shed
low,90.6835,10011.66,429,shed
medium,89.6020,11093.21,200,ok
high,86.1006,14594.61,200,ok
low,80.8872,19808.06,200,ok
medium,91.8019,8893.37,429,shed
low,90.2353,10459.98,429,shed
low,90.1178,10577.52,429,shed
low,81.4709,19224.43,200,ok
low,79.5021,21193.18,200,ok
medium,91.8178,8877.58,429,shed
low,81.5575,19137.88,200,ok
low,81.2311,19464.33,200,ok
low,81.7220,18973.44,200,ok
low,81.8107,18884.69,200,ok
medium,91.1039,9591.58,429,shed
low,81.4408,19254.69,200,ok
high,87.9005,12794.96,200,ok
medium,91.8338,8861.75,429,shed
low,91.9311,8764.45,429,shed
low,91.2193,9476.29,429,shed
medium,100.5338,163.04,,error
low,100.5413,155.87,,error
low,100.5205,177.04,,error
medium,88.4671,12234.15,200,ok
low,83.6349,17066.37,200,ok
low,83.8545,16846.80,200,ok
low,83.5711,17130.13,200,ok
medium,92.1519,8565.70,429,shed
low,90.6809,10036.72,429,shed
high,91.1022,9615.39,429,shed
medium,85.2669,15450.76,200,ok
low,81.5583,19159.39,200,ok
medium,86.3524,14365.32,200,ok
low,81.9407,18776.99,200,ok
low,81.6534,19064.32,200,ok
low,90.8780,9839.72,429,shed
low,90.8734,9844.49,429,shed
low,90.6873,10030.55,429,shed
high,86.6010,14118.39,200,ok
low,81.8904,18830.94,200,ok
medium,86.6030,14121.62,200,ok
medium,89.1536,11581.80,200,ok
medium,87.9019,12835.59,200,ok
low,90.8823,9863.14,429,shed
low,92.0407,8704.68,429,shed
low,91.0302,9715.25,429,shed
medium,87.1669,13579.02,200,ok
low,92.2543,8503.11,429,shed
medium,92.2172,8549.47,429,shed
medium,87.5019,13264.74,200,ok
low,92.0909,8676.87,429,shed
low,81.7537,19014.09,200,ok
medium,92.4028,8367.39,429,shed
low,81.8712,18921.86,200,ok
low,81.8054,18987.68,200,ok
medium,89.2521,11571.86,200,ok
low,90.8707,9954.30,429,shed
medium,89.0843,11770.92,200,ok
low,81.8845,18971.73,200,ok
medium,88.6530,12213.18,200,ok
high,86.7002,14174.04,200,ok
medium,92.1030,8780.97,429,shed
medium,89.3839,11521.11,200,ok
low,100.9035,3.29,,error
low,90.8744,10035.64,429,shed
low,82.5609,18361.21,200,ok
low,100.9208,3.13,,error
low,100.9305,4.03,,error
medium,100.9346,2.11,,error
low,81.9038,19036.29,200,ok
low,81.9103,19029.76,200,ok
low,81.8748,19067.63,200,ok
high,100.9509,5.94,,error
low,100.9605,3.34,,error
low,92.5103,8460.14,429,shed
low,100.9704,1.85,,error
low,92.4407,8534.80,429,shed
medium,89.6171,11360.69,200,ok
medium,89.4849,11502.87,200,ok
low,81.3558,19640.70,200,ok
low,90.9805,10016.05,429,shed
low,80.8828,20113.77,200,ok
low,80.4102,20587.47,200,ok
low,81.4615,19537.09,200,ok
low,80.7704,20229.65,200,ok
high,88.8509,12166.08,200,ok
high,88.9508,12068.85,200,ok
low,81.9307,19088.97,200,ok
low,82.1924,18827.82,200,ok
high,92.0519,8984.97,429,shed
low,80.6707,20384.68,200,ok
low,80.6203,20436.54,200,ok
medium,101.0670,3.65,,error
low,101.0707,2.07,,error
low,101.0809,3.12,,error
low,82.2534,18833.48,200,ok
low,82.1114,18975.49,200,ok
high,92.5508,8542.96,429,shed
medium,90.3034,10793.18,429,shed
low,81.7907,19305.89,200,ok
low,101.1104,4.32,,error
medium,101.1178,3.07,,error
low,101.1210,1.84,,error
medium,101.1336,2.99,,error
low,101.1310,5.99,,error
low,101.1411,2.95,,error
high,101.1503,4.59,,error
medium,101.1524,2.91,,error
low,101.1534,2.21,,error
high,87.0007,14163.29,200,ok
low,82.6407,18523.30,200,ok
low,101.1711,10.38,,error
high,88.0506,13131.97,200,ok
medium,101.1850,2.30,,error
low,101.1904,4.29,,error
medium,101.2036,6.38,,error
high,101.2013,9.04,,error
low,101.2046,6.00,,error
low,101.2107,2.79,,error
medium,101.2176,2.98,,error
low,91.8806,9342.39,429,shed
low,101.2310,3.88,,error
medium,101.2349,1.71,,error
medium,91.7849,9454.06,429,shed
low,80.8837,20355.83,200,ok
medium,88.7677,12480.33,200,ok
high,101.2502,4.73,,error
low,101.2606,3.17,,error
medium,101.2669,3.78,,error
low,101.2707,2.86,,error
medium,91.9030,9371.78,429,shed
low,91.9603,9314.45,429,shed
medium,92.2528,9022.58,429,shed
low,81.4812,19805.66,200,ok
low,90.9307,10356.14,429,shed
low,91.0236,10263.95,429,shed
medium,92.5528,8754.55,429,shed
medium,87.1028,14205.13,200,ok
low,101.3204,2.06,,error
high,93.1092,8217.46,429,shed
low,92.3527,9119.95,429,shed
low,82.7549,18717.70,200,ok
high,93.1509,8321.80,429,shed
medium,92.7915,8681.15,429,shed
low,91.1700,10302.71,429,shed
low,81.6417,19831.07,200,ok
low,92.4036,9069.09,429,shed
low,81.8726,19600.16,200,ok
low,91.2274,10245.37,429,shed
low,93.0635,8409.29,429,shed
low,93.1908,8282.03,429,shed
low,92.7696,8703.21,429,shed
low,92.5904,8882.49,429,shed
medium,86.4077,15065.17,200,ok
low,81.9753,19497.59,200,ok
low,91.7409,9732.04,429,shed
low,91.6603,9812.67,429,shed
low,93.0303,8442.62,429,shed
low,91.6807,9792.24,429,shed
medium,92.0176,9455.41,429,shed
medium,101.3342,143.72,,error
low,92.5605,8923.03,429,shed
low,93.1127,8376.47,429,shed
low,93.2035,8285.71,429,shed
low,101.4828,12.96,,error
low,101.4856,10.40,,error
medium,101.4865,9.83,,error
low,101.4552,41.47,,error
low,101.4930,7.68,,error
low,81.9532,19553.05,200,ok
high,101.5008,5.89,,error
medium,101.5021,4.94,,error
low,101.5028,4.51,,error
low,82.8808,18633.89,200,ok
high,88.3042,13216.04,200,ok
medium,92.6611,8881.65,429,shed
low,101.5313,15.37,,error
medium,101.5364,13.07,,error
low,82.2415,19312.42,200,ok
medium,86.4680,15085.91,200,ok
low,92.7684,8786.24,429,shed
medium,89.7219,11857.72,200,ok
medium,88.3335,13246.08,200,ok
medium,93.1530,8426.69,429,shed
low,101.5813,8.88,,error
medium,101.5902,8.46,,error
low,101.5952,3.94,,error
medium,101.6021,5.03,,error
low,101.6036,3.95,,error
high,101.6005,7.36,,error
medium,88.7024,13225.72,200,ok
low,82.3688,19559.37,200,ok
low,82.6131,19375.92,200,ok
low,82.5406,19448.52,200,ok
low,82.3675,19621.58,200,ok
low,83.9902,17998.92,200,ok
medium,88.6361,13353.07,200,ok
high,89.2507,12738.47,200,ok
low,82.6547,19334.50,200,ok
low,82.7482,19241.08,200,ok
medium,89.6529,12336.35,200,ok
high,92.7524,9236.86,429,shed
medium,92.0679,10171.38,429,shed
low,84.3547,17884.61,200,ok
medium,89.2677,12971.56,200,ok
medium,89.4669,12772.40,200,ok
medium,90.3524,11886.98,200,ok
low,91.8103,10432.20,429,shed
medium,101.9447,299.55,,error
medium,101.9554,289.42,,error
medium,101.9574,287.91,,error
medium,101.9588,286.79,,error
medium,101.9601,285.81,,error
medium,101.9613,284.96,,error
medium,101.9624,284.24,,error
low,101.9633,283.58,,error
low,101.9645,282.79,,error
low,101.9653,282.27,,error
low,101.9662,281.64,,error
low,101.9670,281.19,,error
low,101.9679,280.59,,error
low,101.9686,280.52,,error
low,101.9693,280.27,,error
low,101.9700,279.93,,error
low,101.9706,279.61,,error
low,101.9713,279.22,,error
low,101.9719,278.90,,error
low,101.9727,278.43,,error
low,101.9735,277.88,,error
low,101.9742,277.52,,error
low,101.9748,277.19,,error
low,101.9754,276.86,,error
low,101.9760,276.56,,error
low,101.9767,276.20,,error
low,101.9773,275.89,,error
low,101.9779,275.58,,error
low,101.9785,275.26,,error
low,101.9791,274.94,,error
low,101.9797,274.65,,error
low,101.9805,274.31,,error
low,101.9811,273.99,,error
medium,101.9352,320.17,,error
low,92.1527,10121.17,429,shed
medium,94.3522,7921.67,429,shed
low,82.7494,19524.50,200,ok
low,84.4431,17830.84,200,ok
high,101.9850,289.98,,error
high,101.9863,289.04,,error
high,101.9870,288.68,,error
high,101.9876,288.37,,error
high,101.9883,287.91,,error
low,102.1741,102.51,,error
low,102.2097,67.33,,error
low,102.2111,66.17,,error
low,102.2123,65.34,,error
low,102.2130,76.27,,error
low,102.2082,81.40,,error
low,102.2171,73.52,,error
low,102.2177,73.19,,error
low,102.2183,72.88,,error
low,102.2191,72.47,,error
low,102.2197,72.12,,error
low,102.2203,71.80,,error
low,102.2210,71.50,,error
low,102.2216,71.18,,error
low,102.2222,70.86,,error
low,102.2228,70.55,,error
medium,102.2234,70.23,,error
medium,102.2240,69.92,,error
medium,102.2247,69.59,,error
medium,102.2254,69.18,,error
medium,102.2260,68.86,,error
medium,102.2267,68.44,,error
medium,102.2273,68.19,,error
medium,102.2280,67.89,,error
medium,102.2286,67.57,,error
medium,102.2292,67.23,,error
medium,102.2298,66.92,,error
medium,102.2305,66.60,,error
medium,102.2312,66.21,,error
medium,102.2318,65.89,,error
high,102.2324,65.56,,error
high,102.2330,65.30,,error
high,102.2336,64.98,,error
high,102.2346,64.27,,error
high,102.2353,63.91,,error
medium,102.2575,42.04,,error
medium,102.2594,40.46,,error
medium,102.2646,35.51,,error
medium,102.2662,34.38,,error
medium,102.2669,34.00,,error
low,102.2675,33.69,,error
low,102.2681,33.37,,error
low,102.2687,33.04,,error
low,102.2695,32.58,,error
low,102.2701,32.24,,error
low,102.2707,31.91,,error
low,102.2714,31.58,,error
low,102.2720,31.27,,error
high,102.2726,30.94,,error
low,102.2066,97.36,,error
high,102.2789,32.60,,error
medium,94.3835,7928.12,429,shed
low,82.2108,20100.78,200,ok
low,102.2136,98.78,,error
low,102.2143,98.37,,error
low,102.2164,96.86,,error
low,92.7666,9548.54,429,shed
medium,102.2804,36.86,,error
medium,93.0342,9283.22,429,shed
low,102.3063,17.43,,error
low,102.3077,16.41,,error
low,102.3084,15.96,,error
medium,102.3090,15.62,,error
medium,102.3097,15.29,,error
high,102.3137,11.52,,error
low,102.3152,12.18,,error
medium,102.3175,10.19,,error
low,102.3255,3.43,,error
low,102.3310,2.60,,error
medium,102.3337,1.92,,error
medium,93.2532,9090.08,429,shed
low,84.2406,18118.98,200,ok
low,82.0111,20348.50,200,ok
low,92.8811,9478.51,429,shed
medium,94.4676,7892.06,429,shed
high,102.3510,9.02,,error
medium,102.3532,7.15,,error
low,102.3548,5.89,,error
low,102.3809,7.15,,error
low,94.4904,7898.81,429,shed
low,93.1539,9237.50,429,shed
low,92.9607,9430.66,429,shed
medium,93.2028,9198.44,429,shed
low,92.7728,9662.92,429,shed
high,93.5010,8934.73,429,shed
medium,102.4383,5.15,,error
low,102.4262,17.54,,error
low,102.4250,19.05,,error
low,102.4414,4.45,,error
medium,102.4525,3.17,,error
low,102.4532,2.77,,error
high,102.4506,5.67,,error
low,93.5808,8883.33,429,shed
low,85.2308,17238.65,200,ok
low,102.4710,3.60,,error
low,102.4808,2.84,,error
medium,102.4837,1.83,,error
medium,87.5852,14901.51,200,ok
high,87.6099,14877.35,200,ok
low,92.9808,9508.22,429,shed
low,92.7722,9716.84,429,shed
low,92.7703,9718.67,429,shed
low,83.5609,18945.66,200,ok
high,93.6038,8902.76,429,shed
high,88.4503,14056.28,200,ok
low,93.6707,8849.34,429,shed
low,93.6409,8895.08,429,shed
low,93.4531,9082.93,429,shed
low,93.5613,8974.76,429,shed
high,102.5508,7.04,,error
low,83.9544,18610.35,200,ok
medium,93.6668,8898.63,429,shed
low,102.5611,5.47,,error
low,84.4702,18097.07,200,ok
medium,102.5845,2.84,,error
low,102.5912,4.69,,error
low,91.8210,10775.86,429,shed
medium,102.6020,2.99,,error
low,102.6027,2.63,,error
low,102.6107,3.00,,error
medium,102.6178,2.83,,error
low,102.6207,1.93,,error
medium,87.6669,14957.87,200,ok
low,85.3309,17305.44,200,ok
low,102.6420,3.61,,error
high,102.6508,4.76,,error
medium,102.6525,3.39,,error
low,102.6532,2.97,,error
medium,89.8595,12798.63,200,ok
medium,102.6675,2.98,,error
low,102.6705,1.71,,error
medium,94.7035,7974.38,429,shed
medium,102.6838,1.83,,error
low,102.6907,2.80,,error
high,102.7007,4.98,,error
medium,102.7026,3.41,,error
low,102.7040,2.28,,error
low,94.5535,8154.32,429,shed
medium,102.7183,3.85,,error
low,102.7208,1.81,,error
low,82.3696,20355.05,200,ok
low,82.2037,20521.85,200,ok
high,89.1522,13592.54,200,ok
low,92.2631,10499.13,429,shed
high,88.7509,14011.35,200,ok
medium,94.7640,7998.26,429,shed
low,102.7622,2.64,,error
medium,102.7676,1.98,,error
low,102.7707,1.67,,error
low,102.7806,3.51,,error
low,94.6305,8156.46,429,shed
medium,91.1707,11616.26,200,ok
low,83.1925,19595.48,200,ok
medium,90.0526,12735.40,200,ok
medium,88.9673,13821.36,200,ok
low,102.8105,2.80,,error
medium,102.8175,3.45,,error
low,102.8210,2.04,,error
low,102.8312,4.41,,error
medium,102.8335,2.43,,error
low,81.9767,20867.88,200,ok
low,94.7727,8071.89,429,shed
low,94.7654,8079.19,429,shed
medium,89.8628,12982.39,200,ok
low,92.7709,10079.01,429,shed
high,89.3012,13549.33,200,ok
low,82.6307,20234.07,200,ok
low,82.4538,20411.43,200,ok
medium,92.4529,10416.30,200,ok
low,84.7916,18121.13,200,ok
medium,94.8365,8076.23,429,shed
low,102.9011,12.05,,error
high,102.9028,10.67,,error
medium,102.9042,9.51,,error
low,102.9051,8.99,,error
medium,86.5768,16344.28,200,ok
medium,89.0671,13854.00,200,ok
medium,89.3676,13636.12,200,ok
low,82.6207,20383.00,200,ok
low,102.9948,36.34,,error
low,102.9967,34.89,,error
medium,102.9977,34.25,,error
medium,102.9984,33.92,,error
medium,102.9990,33.63,,error
medium,102.9997,33.21,,error
high,103.0003,32.90,,error
low,102.9878,45.65,,error
low,83.0105,20027.99,200,ok
low,82.7923,20246.19,200,ok
high,103.0066,38.17,,error
low,103.0344,10.65,,error
low,103.0357,9.64,,error
low,103.0369,8.77,,error
medium,103.0376,8.35,,error
medium,103.0389,7.30,,error
medium,103.0267,19.86,,error
low,103.0429,4.66,,error
high,103.0508,5.82,,error
medium,103.0522,4.69,,error
low,103.0530,4.25,,error
low,103.0603,3.20,,error
low,94.8602,8220.06,429,shed
low,94.8168,8270.51,429,shed
medium,103.0845,10.12,,error
medium,103.0677,27.31,,error
low,103.0905,4.82,,error
medium,103.1032,4.55,,error
low,103.1054,2.76,,error
high,103.1011,7.43,,error
low,103.1122,4.50,,error
low,84.8730,18353.49,200,ok
medium,90.0856,13140.89,200,ok
low,84.8804,18346.11,200,ok
low,84.8105,18416.03,200,ok
low,85.0112,18215.34,200,ok
low,84.8907,18335.84,200,ok
medium,89.8758,13350.77,200,ok
medium,89.8634,13363.18,200,ok
low,83.7143,19512.38,200,ok
low,83.9302,19296.42,200,ok
low,84.6407,18585.93,200,ok
low,94.9708,8255.85,429,shed
low,95.0078,8218.90,429,shed
low,95.0503,8176.39,429,shed
medium,95.1030,8123.70,429,shed
low,85.1031,18123.69,200,ok
low,82.5536,20673.23,200,ok
low,82.7488,20478.02,200,ok
low,84.3412,18885.66,200,ok
medium,95.0469,8180.00,429,shed
low,84.7010,18535.05,200,ok
medium,90.9174,12318.77,200,ok
low,82.4723,20765.11,200,ok
medium,89.6673,13576.03,200,ok
low,85.2314,18017.31,200,ok
high,103.2505,4.11,,error
low,103.2603,3.10,,error
low,85.0034,18261.33,200,ok
high,95.1009,8181.38,429,shed
medium,103.2839,2.74,,error
medium,103.2757,11.43,,error
low,103.2909,3.38,,error
low,82.7609,20539.91,200,ok
medium,103.3028,6.28,,error
low,103.3045,5.00,,error
low,103.3110,73.67,,error
medium,103.3170,67.94,,error
low,103.3203,65.04,,error
low,103.3319,53.69,,error
medium,103.3342,51.71,,error
low,103.3405,45.75,,error
high,103.3507,35.87,,error
medium,103.3528,34.08,,error
